ADJUVANT	YEAR	COMTRS	POUNDS_PRODUCT_APPLIED	POUNDS_CHEMICAL_APPLIED
YES	2020	34M03N03E15	3.1654	N/A
YES	2020	34M03N03E15	31.534	N/A
NO	2020	34M03N03E15	17.2758	2.73648672
YES	2020	34M03N03E15	1.4994	N/A
YES	2020	34M03N03E15	3.5452	N/A
YES	2020	34M03N03E15	6.1638	N/A
NO	2020	34M03N03E15	7.2771	1.6591788
YES	2020	34M03N03E15	6.384	N/A
NO	2020	34M03N03E17	.9442	.1076388
NO	2020	34M03N03E17	.9442	.1076388
NO	2020	34M03N03E17	.4026	.1678842
NO	2020	34M03N03E17	3.4621	.3946794
NO	2020	34M03N03E17	2.1245	.242193
NO	2020	34M03N03E17	6.9991	2.9186247
NO	2020	34M03N03E17	12.5601	5.2375617
NO	2020	34M03N03E17	1.6524	.1883736
NO	2020	34M03N03E17	1.8884	.2152776
NO	2020	34M03N03E17	1.3376	.1524864
NO	2020	34M03N03E17	1.8884	.2152776
NO	2020	34M03N03E17	9.5878	3.9981126
NO	2020	34M03N03E17	4.7939	1.9990563
NO	2020	34M03N03E17	18.3128	7.6364376
NO	2020	34M03N03E17	3.931	1.639227
NO	2020	34M03N03E17	4.9857	2.0790369
NO	2020	34M03N03E17	14.6694	6.1171398
NO	2020	34M03N03E17	14.0941	5.8772397
NO	2020	34M03N03E17	9.5878	3.9981126
NO	2020	34M03N03E17	10.8342	4.5178614
NO	2020	34M03N03E17	4.7211	.5382054
NO	2020	34M03N03E17	2.4392	.2780688
NO	2020	34M03N03E17	2.4392	.2780688
NO	2020	34M03N03E17	2.1245	.242193
NO	2020	34M03N03E17	23.8737	9.9553329
NO	2020	34M03N03E17	2.1245	.242193
NO	2020	34M03N03E17	4.6022	1.9191174
NO	2020	34M03N03E17	.7869	.0897066
NO	2020	34M03N03E17	3.6195	.412623
NO	2020	34M03N03E17	15.4364	6.4369788
NO	2020	34M03N03E17	2.9114	.3318996
NO	2020	34M03N03E17	10.8342	4.5178614
NO	2020	34M03N03E17	.9442	.1076388
NO	2020	34M03N03E17	10.8342	4.5178614
NO	2020	34M03N03E17	2.754	.313956
NO	2020	34M03N03E17	17.5457	7.3165569
NO	2020	34M03N03E17	8.3414	3.4783638
NO	2020	34M03N03E17	.8655	.098667
NO	2020	34M03N03E17	4.7939	1.9990563
NO	2020	34M03N03E17	3.0687	.3498318
NO	2020	34M03N04E07	54.9406	26.7560722
YES	2020	34M03N04E07	3.0613	N/A
NO	2020	34M03N04E07	107.5024	52.3536688
YES	2020	34M03N04E07	6.8742	N/A
YES	2020	34M03N04E07	5.7948	N/A
YES	2020	34M03N04E07	6.0351	N/A
YES	2020	34M03N04E07	2.9394	N/A
YES	2020	34M03N04E07	7.0735	N/A
NO	2020	34M03N04E07	39.8744	19.4188328
NO	2020	34M03N04E07	78.163	38.065381
YES	2020	34M03N04E07	5.7948	N/A
YES	2020	34M03N04E07	6.0351	N/A
YES	2020	34M03N04E07	3.4869	N/A
YES	2020	34M03N04E07	2.9394	N/A
YES	2020	34M03N04E07	13.7485	N/A
YES	2020	34M03N04E07	3.0613	N/A
NO	2020	34M04N03E12	79.2958	38.6170546
NO	2020	34M04N03E12	137.7282	56.0553774
YES	2020	34M04N03E12	12.3174	N/A
NO	2020	34M04N03E12	3.8632	.8808096
YES	2020	34M04N03E24	12.4534	N/A
YES	2020	34M04N03E24	5.5103	N/A
YES	2020	34M04N03E24	12.4534	N/A
YES	2020	34M04N03E24	5.5103	N/A
NO	2020	34M04N03E24	97.3072	47.3886064
YES	2020	34M04N03E24	10.4979	N/A
YES	2020	34M04N03E24	10.4979	N/A
NO	2020	34M04N03E24	97.3072	47.3886064
NO	2020	34M04N03E28	125.6272	61.1804464
YES	2020	34M04N03E28	14.161	N/A
NO	2020	34M04N03E28	8.8365	2.014722
YES	2020	34M04N03E28	10.2043	N/A
NO	2020	34M04N03E28	7.4166	3.226221
NO	2020	34M04N03E28	130.275	50.416425
YES	2020	34M04N03E28	32.9725	N/A
NO	2020	34M04N03E28	120.303	58.587561
NO	2020	34M04N03E28	69.2615	17.315375
YES	2020	34M04N03E28	2.0792	N/A
NO	2020	34M04N03E28	14.2943	3.2591004
NO	2020	34M04N03E28	28.8784	4.57433856
YES	2020	34M04N03E28	3.6964	N/A
YES	2020	34M04N03E28	5.7269	N/A
YES	2020	34M04N03E28	4.0117	N/A
NO	2020	34M04N03E28	14.3809	3.2788452
YES	2020	34M04N03E28	3.2214	N/A
YES	2020	34M04N03E28	6.4141	N/A
YES	2020	34M04N03E28	4.14	N/A
YES	2020	34M04N03E28	5.2246	N/A
YES	2020	34M04N03E28	1.9992	N/A
YES	2020	34M04N03E28	4.0117	N/A
YES	2020	34M04N03E28	7.7782	N/A
YES	2020	34M04N03E28	15.4195	N/A
YES	2020	34M04N03E28	7.7782	N/A
YES	2020	34M04N03E28	17.1651	N/A
NO	2020	34M04N03E28	72.2764	18.0691
YES	2020	34M04N03E28	12.6212	N/A
YES	2020	34M04N03E28	8.1451	N/A
YES	2020	34M04N03E28	25.0203	N/A
NO	2020	34M04N03E28	130.275	50.416425
NO	2020	34M04N03E28	100.4791	48.9333217
NO	2020	34M04N03E28	69.2615	17.315375
NO	2020	34M04N03E28	124.7938	48.2952006
YES	2020	34M04N03E28	16.4862	N/A
NO	2020	34M04N03E28	69.2615	17.315375
YES	2020	34M04N03E28	21.5291	N/A
NO	2020	34M04N03E28	163.2597	63.1815039
YES	2020	34M04N03E28	18.4926	N/A
YES	2020	34M04N03E28	43.1551	N/A
NO	2020	34M04N03E28	201.8234	78.1056558
NO	2020	34M04N03E28	112.0406	28.01015
NO	2020	34M04N03E28	4.7825	2.0803875
YES	2020	34M04N03E28	1.9914	N/A
YES	2020	34M04N03E28	16.0983	N/A
NO	2020	34M04N03E28	163.2597	63.1815039
YES	2020	34M04N03E28	10.1997	N/A
NO	2020	34M04N03E28	125.967	61.345929
NO	2020	34M04N03E28	90.6103	22.652575
NO	2020	34M04N03E28	157.4587	76.6823869
YES	2020	34M04N03E28	53.3378	N/A
YES	2020	34M04N03E28	14.7441	N/A
NO	2020	34M04N03E28	72.2764	18.0691
NO	2020	34M04N03E28	124.7938	48.2952006
YES	2020	34M04N03E28	8.1405	N/A
YES	2020	34M04N03E28	12.612	N/A
YES	2020	34M04N03E28	5.7477	N/A
NO	2020	34M04N03E28	21.8512	3.46123008
YES	2020	34M04N03E28	4.6648	N/A
NO	2020	34M04N03E28	27.452	4.3483968
NO	2020	34M04N03E28	38.5887	16.7860845
YES	2020	34M04N03E28	4.105	N/A
NO	2020	34M04N03E28	11.6087	2.6467836
NO	2020	34M04N03E28	50.4831	21.9601485
YES	2020	34M04N03E28	8.1451	N/A
NO	2020	34M04N03E28	12.9373	2.3804632
NO	2020	34M04N03E28	11.5462	2.1245008
YES	2020	34M04N03E28	10.1997	N/A
NO	2020	34M04N03E28	72.2764	18.0691
NO	2020	34M04N03E28	124.7938	48.2952006
YES	2020	34M04N03E28	7.7782	N/A
NO	2020	34M04N03E28	96.2877	46.8921099
YES	2020	34M04N03E28	8.0717	N/A
NO	2020	34M04N03E28	8.8365	2.014722
YES	2020	34M04N03E28	12.9948	N/A
YES	2020	34M04N03E28	10.1997	N/A
YES	2020	34M04N03E28	12.4117	N/A
NO	2020	34M04N03E28	18.6409	3.4299256
NO	2020	34M04N03E28	12.1027	2.2268968
NO	2020	34M04N03E28	90.6103	22.652575
YES	2020	34M04N03E28	8.0717	N/A
YES	2020	34M04N03E28	22.9075	N/A
NO	2020	34M04N03E28	194.6145	94.7772615
YES	2020	34M04N03E28	5.1896	N/A
YES	2020	34M04N03E28	3.9651	N/A
YES	2020	34M04N03E28	6.4374	N/A
YES	2020	34M04N03E28	3.5819	N/A
YES	2020	34M04N03E28	3.6652	N/A
YES	2020	34M04N03E28	.8072	N/A
NO	2020	34M04N03E28	90.6103	22.652575
YES	2020	34M04N03E28	8.1405	N/A
YES	2020	34M04N03E28	4.14	N/A
NO	2020	34M04N03E28	11.5654	2.6369112
YES	2020	34M04N03E28	7.7965	N/A
YES	2020	34M04N03E28	12.612	N/A
YES	2020	34M04N03E28	10.2043	N/A
NO	2020	34M04N03E28	20.9834	3.32377056
YES	2020	34M04N03E28	3.2487	N/A
YES	2020	34M04N03E28	12.612	N/A
YES	2020	34M04N03E28	7.7965	N/A
YES	2020	34M04N03E28	7.7965	N/A
NO	2020	34M04N03E28	4.5882	1.995867
NO	2020	34M04N03E28	6.0024	2.611044
NO	2020	34M04N03E28	27.6582	4.38105888
NO	2020	34M04N03E28	36.1997	5.73403248
YES	2020	34M04N03E28	1.0273	N/A
YES	2020	34M04N03E28	6.4374	N/A
YES	2020	34M04N03E28	7.7782	N/A
NO	2020	34M04N03E28	9.183	2.093724
YES	2020	34M04N03E28	2.6064	N/A
YES	2020	34M04N03E28	5.1896	N/A
YES	2020	34M04N03E28	1.2474	N/A
YES	2020	34M04N03E28	2.0825	N/A
NO	2020	34M04N03E28	40.3139	17.5365465
YES	2020	34M04N03E28	5.2246	N/A
NO	2020	34M04N03E28	12.3809	2.2780856
YES	2020	34M04N03E28	12.6212	N/A
YES	2020	34M04N03E28	8.1451	N/A
YES	2020	34M04N03E28	20.2684	N/A
YES	2020	34M04N03E28	43.1551	N/A
YES	2020	34M04N03E28	32.9725	N/A
NO	2020	34M04N03E28	100.4791	48.9333217
NO	2020	34M04N03E28	62.4683	27.1737105
YES	2020	34M04N03E28	2.5823	N/A
YES	2020	34M04N03E28	10.1997	N/A
NO	2020	34M04N03E28	16.276	2.994784
YES	2020	34M04N03E28	16.2435	N/A
NO	2020	34M04N03E28	15.1631	2.7900104
NO	2020	34M04N03E28	125.967	61.345929
NO	2020	34M04N03E28	96.2877	46.8921099
YES	2020	34M04N03E28	10.1997	N/A
NO	2020	34M04N03E28	130.275	50.416425
YES	2020	34M04N03E28	34.4271	N/A
YES	2020	34M04N03E28	34.4271	N/A
YES	2020	34M04N03E28	7.7782	N/A
NO	2020	34M04N03E28	163.2597	63.1815039
YES	2020	34M04N03E28	10.2043	N/A
NO	2020	34M04N03E28	9.2263	2.1035964
YES	2020	34M04N03E28	3.9651	N/A
YES	2020	34M04N03E28	8.1405	N/A
YES	2020	34M04N03E28	3.5403	N/A
NO	2020	34M04N03E28	44.7412	7.08700608
YES	2020	34M04N03E28	6.4141	N/A
YES	2020	34M04N03E28	4.6336	N/A
NO	2020	34M04N03E28	33.9206	5.37302304
YES	2020	34M04N03E28	.8072	N/A
YES	2020	34M04N03E28	4.105	N/A
YES	2020	34M04N03E29	28.9802	N/A
YES	2020	34M04N03E29	9.8222	N/A
NO	2020	34M04N03E29	73.6318	35.8586866
YES	2020	34M04N03E29	43.9208	N/A
YES	2020	34M04N03E29	59.5389	N/A
YES	2020	34M04N03E29	7.8727	N/A
YES	2020	34M04N03E29	235.689	N/A
NO	2020	34M04N03E29	46.775	12.3486
YES	2020	34M04N03E29	47.6704	N/A
NO	2020	34M04N03E29	133.1036	64.8214532
NO	2020	34M04N03E29	79.2958	38.6170546
YES	2020	34M04N03E29	39.6926	N/A
YES	2020	34M04N03E29	10.9468	N/A
YES	2020	34M04N03E29	31.5329	N/A
YES	2020	34M04N03E29	3.2717	N/A
YES	2020	34M04N03E29	2.8074	N/A
YES	2020	34M04N03E29	53.3306	N/A
NO	2020	34M04N03E29	148.2844	57.3860628
NO	2020	34M04N03E29	127.2408	49.2421896
YES	2020	34M04N03E29	29.2805	N/A
YES	2020	34M04N03E29	42.7459	N/A
NO	2020	34M04N03E29	10.1769	1.1601666
YES	2020	34M04N03E29	13.7732	N/A
YES	2020	34M04N03E29	46.3081	N/A
NO	2020	34M04N03E29	98.8932	48.1609884
NO	2020	34M04N03E29	190.8611	73.8632457
NO	2020	34M04N03E29	40.4282	32.140419
YES	2020	34M04N03E29	3.0234	N/A
NO	2020	34M04N03E29	60.6423	48.2106285
NO	2020	34M04N03E29	6.6976	.7635264
YES	2020	34M04N03E29	69.54	N/A
NO	2020	34M04N03E29	18.411	.92055
NO	2020	34M04N03E29	19.1273	.956365
YES	2020	34M04N03E29	65.692	N/A
NO	2020	34M04N03E29	14.1127	.705635
YES	2020	34M04N03E29	7.1979	N/A
NO	2020	34M04N03E29	170.7962	66.0981294
NO	2020	34M04N03E29	7.9153	.9023442
NO	2020	34M04N03E29	7.3065	.832941
YES	2020	34M04N03E29	4.2111	N/A
NO	2020	34M04N03E29	40.0299	31.8237705
YES	2020	34M04N03E29	3.7684	N/A
NO	2020	34M04N03E29	43.6146	34.673607
NO	2020	34M04N03E29	47.0998	37.444341
NO	2020	34M04N03E29	21.3839	1.069195
NO	2020	34M04N03E29	65.2618	17.2291152
NO	2020	34M04N03E29	16.62	.831
NO	2020	34M04N03E29	28.1882	11.7544794
NO	2020	34M04N03E29	11.0946	1.2647844
NO	2020	34M04N03E29	7.0987	2.11115338
YES	2020	34M04N03E29	39.2855	N/A
NO	2020	34M04N03E29	72.8388	35.4724956
NO	2020	34M04N03E29	6.7846	.7734444
YES	2020	34M04N03E29	2.775	N/A
NO	2020	34M04N03E29	54.2694	43.144173
YES	2020	34M04N03E29	9.91	N/A
NO	2020	34M04N03E29	25.6464	1.28232
NO	2020	34M04N03E29	185.5521	90.3638727
NO	2020	34M04N03E29	125.7726	48.6739962
NO	2020	34M04N03E29	85.866	41.816742
YES	2020	34M04N03E29	39.341	N/A
YES	2020	34M04N03E29	7.3479	N/A
YES	2020	34M04N03E29	19.736	N/A
YES	2020	34M04N03E29	8.5475	N/A
YES	2020	34M04N03E29	34.1606	N/A
NO	2020	34M04N03E29	110.4477	53.7880299
NO	2020	34M04N03E29	137.0285	53.0300295
NO	2020	34M04N03E29	9.1331	1.0411734
YES	2020	34M04N03E32	58.1701	N/A
NO	2020	34M04N03E32	16.6541	4.3966824
YES	2020	34M04N03E32	267.2814	N/A
NO	2020	34M04N03E32	45.1083	35.8610985
NO	2020	34M04N03E32	43.6146	34.673607
YES	2020	34M04N03E32	3.0234	N/A
NO	2020	34M04N03E32	15.9177	1.8146178
YES	2020	34M04N03E32	3.5273	N/A
NO	2020	34M04N03E32	82.1278	39.9962386
NO	2020	34M04N03E32	4.3168	1.28381632
NO	2020	34M04N03E32	4.1249	1.22674526
NO	2020	34M04N03E32	9.1132	2.71026568
NO	2020	34M04N03E32	1.7267	.51352058
YES	2020	34M04N03E32	8.1726	N/A
YES	2020	34M04N03E32	31.5329	N/A
YES	2020	34M04N03E32	24.7089	N/A
NO	2020	34M04N03E32	47.3509	23.0598883
YES	2020	34M04N03E32	22.4235	N/A
NO	2020	34M04N03E32	31.9275	13.3137675
NO	2020	34M04N03E32	12.5896	1.4352144
NO	2020	34M04N03E32	4.9857	2.0790369
YES	2020	34M04N03E32	3.1314	N/A
YES	2020	34M04N03E32	6.5866	N/A
NO	2020	34M04N03E32	20.8825	1.044125
NO	2020	34M04N03E32	3.2595	.162975
YES	2020	34M04N03E32	2.4355	N/A
NO	2020	34M04N03E32	4.549	.22745
YES	2020	34M04N03E32	42.7459	N/A
NO	2020	34M04N03E32	172.7515	84.1299805
YES	2020	34M04N03E32	3.5273	N/A
NO	2020	34M04N03E32	141.9224	54.9239688
YES	2020	34M04N03E32	32.584	N/A
YES	2020	34M04N03E32	7.8727	N/A
YES	2020	34M04N03E32	68.6966	N/A
YES	2020	34M04N03E32	17.17	N/A
NO	2020	34M04N03E32	2.4941	.74174534
NO	2020	34M04N03E32	1.2471	.37088754
NO	2020	34M04N03E32	8.2872	2.1878208
NO	2020	34M04N03E32	7.5674	.8626836
NO	2020	34M04N03E32	6.5549	.327745
NO	2020	34M04N03E32	7.3065	.832941
NO	2020	34M04N03E32	94.8967	75.4428765
YES	2020	34M04N03E32	44.1708	N/A
NO	2020	34M04N03E32	79.2958	38.6170546
YES	2020	34M04N03E32	12.2805	N/A
NO	2020	34M04N03E32	9.9713	4.1580321
NO	2020	34M04N03E32	3.9343	.4485102
YES	2020	34M04N03E32	93.125	N/A
NO	2020	34M04N03E32	298.5264	115.5297168
YES	2020	34M04N03E32	4.871	N/A
NO	2020	34M04N03E32	6.9991	2.9186247
NO	2020	34M04N03E32	2.754	.313956
NO	2020	34M04N03E32	11.5543	3.0503352
NO	2020	34M04N03E32	151.0018	73.5378766
YES	2020	34M04N03E32	41.6217	N/A
NO	2020	34M04N03E32	23.5622	11.4747914
NO	2020	34M04N03E32	53.0701	14.0105064
YES	2020	34M04N03E32	11.1697	N/A
YES	2020	34M04N03E32	1.7636	N/A
NO	2020	34M04N03E32	137.0285	53.0300295
NO	2020	34M04N03E32	7.962	2.3678988
YES	2020	34M04N03E32	17.1631	N/A
NO	2020	34M04N03E32	32.8511	15.9984857
YES	2020	34M04N03E32	7.0546	N/A
NO	2020	34M04N03E32	1.9671	.2242494
YES	2020	34M04N03E32	78.8613	N/A
YES	2020	34M04N03E32	83.7448	N/A
YES	2020	34M04N03E33	3.4986	N/A
YES	2020	34M04N03E33	5.2246	N/A
NO	2020	34M04N03E33	7.7969	1.7776932
NO	2020	34M04N03E33	8.8365	2.014722
YES	2020	34M04N03E33	1.9992	N/A
YES	2020	34M04N03E33	5.2246	N/A
NO	2020	34M04N03E33	25.2965	5.767602
NO	2020	34M04N03E33	33.1084	6.0919456
NO	2020	34M04N03E33	106.1431	51.6916897
YES	2020	34M04N03E33	14.0777	N/A
YES	2020	34M04N03E33	5.7106	N/A
NO	2020	34M04N03E33	8.7837	2.0026836
NO	2020	34M04N03E33	24.4043	3.86564112
YES	2020	34M04N03E33	6.8793	N/A
YES	2020	34M04N03E33	10.1626	N/A
YES	2020	34M04N03E33	5.2833	N/A
YES	2020	34M04N03E33	29.0934	N/A
YES	2020	34M04N03E33	32.7785	N/A
YES	2020	34M04N03E33	7.7507	N/A
NO	2020	34M04N03E33	68.854	17.2135
NO	2020	34M04N03E33	91.0177	22.754425
YES	2020	34M04N03E33	2.6823	N/A
YES	2020	34M04N03E33	3.9418	N/A
YES	2020	34M04N03E33	4.6544	N/A
NO	2020	34M04N03E33	18.4591	2.92392144
YES	2020	34M04N03E33	.7338	N/A
YES	2020	34M04N03E33	3.9184	N/A
YES	2020	34M04N03E33	11.2888	N/A
YES	2020	34M04N03E33	1.7571	N/A
YES	2020	34M04N03E33	113.7278	N/A
YES	2020	34M04N03E33	3.5452	N/A
NO	2020	34M04N03E33	20.8257	3.29879088
YES	2020	34M04N03E33	10.2731	N/A
YES	2020	34M04N03E33	6.8976	N/A
YES	2020	34M04N03E33	44.3189	N/A
YES	2020	34M04N03E33	22.3806	N/A
NO	2020	34M04N03E33	164.0427	63.4845249
YES	2020	34M04N03E33	10.2501	N/A
YES	2020	34M04N03E33	5.2741	N/A
YES	2020	34M04N03E33	1.3471	N/A
NO	2020	34M04N03E33	36.3624	5.75980416
YES	2020	34M04N03E33	3.1238	N/A
NO	2020	34M04N03E33	27.4955	4.3552872
YES	2020	34M04N03E33	3.9418	N/A
NO	2020	34M04N03E33	60.1104	9.52148736
YES	2020	34M04N03E33	26.8692	N/A
YES	2020	34M04N03E33	3.9184	N/A
YES	2020	34M04N03E33	4.6648	N/A
NO	2020	34M04N03E33	124.0108	47.9921796
YES	2020	34M04N03E33	10.2501	N/A
YES	2020	34M04N03E33	5.2129	N/A
YES	2020	34M04N03E33	10.2501	N/A
YES	2020	34M04N03E33	3.5194	N/A
YES	2020	34M04N03E33	22.3806	N/A
YES	2020	34M04N03E33	11.3821	N/A
NO	2020	34M04N03E33	6.0642	1.3826376
NO	2020	34M04N03E33	26.1495	11.3750325
NO	2020	34M04N03E33	5.9776	1.3628928
NO	2020	34M04N03E33	25.3399	5.7774972
NO	2020	34M04N03E33	7.7969	1.7776932
NO	2020	34M04N03E33	4.0484	1.761054
YES	2020	34M04N03E33	7.7507	N/A
YES	2020	34M04N03E33	7.7507	N/A
YES	2020	34M04N03E33	2.4157	N/A
NO	2020	34M04N03E33	27.5309	4.36089456
YES	2020	34M04N03E33	3.5452	N/A
NO	2020	34M04N03E33	38.4071	16.7070885
YES	2020	34M04N03E33	2.5823	N/A
NO	2020	34M04N03E33	50.7555	22.0786425
YES	2020	34M04N03E33	22.3806	N/A
YES	2020	34M04N03E33	.6604	N/A
YES	2020	34M04N03E33	1.0273	N/A
YES	2020	34M04N03E33	1.7493	N/A
NO	2020	34M04N03E33	11.6087	2.6467836
YES	2020	34M04N03E33	5.7477	N/A
NO	2020	34M04N03E33	110.6815	48.1464525
YES	2020	34M04N03E33	1.3328	N/A
YES	2020	34M04N03E33	12.495	N/A
YES	2020	34M04N03E33	6.8793	N/A
YES	2020	34M04N03E33	18.5759	N/A
NO	2020	34M04N03E33	11.6168	2.6486304
NO	2020	34M04N03E33	110.1122	42.6134214
NO	2020	34M04N03E33	61.113	15.27825
NO	2020	34M04N03E33	158.1384	77.0134008
NO	2020	34M04N03E33	3.0984	1.347804
YES	2020	34M04N03E33	22.3577	N/A
NO	2020	34M04N03E33	13.1491	5.7198585
NO	2020	34M04N03E33	4.5558	1.981773
YES	2020	34M04N03E33	5.2129	N/A
YES	2020	34M04N03E33	3.4986	N/A
NO	2020	34M04N03E33	14.1993	2.24916912
YES	2020	34M04N03E33	3.1654	N/A
NO	2020	34M04N03E33	119.6233	58.2565471
YES	2020	34M04N03E33	43.3491	N/A
YES	2020	34M04N03E33	2.6181	N/A
NO	2020	34M04N03E33	6.024	2.62044
YES	2020	34M04N03E33	3.4986	N/A
YES	2020	34M04N03E33	6.8793	N/A
YES	2020	34M04N03E33	1.9797	N/A
NO	2020	34M04N03E33	34.0489	14.8112715
YES	2020	34M04N03E33	7.7782	N/A
YES	2020	34M04N03E33	5.2833	N/A
YES	2020	34M04N03E33	2.7056	N/A
YES	2020	34M04N03E34	4.4782	N/A
NO	2020	34M04N03E34	6.0642	1.3826376
YES	2020	34M04N03E34	2.7056	N/A
YES	2020	34M04N03E34	24.2445	N/A
YES	2020	34M04N03E34	13.328	N/A
NO	2020	34M04N03E34	3.1415	1.3665525
NO	2020	34M04N03E34	65.1872	16.2968
YES	2020	34M04N03E34	8.0258	N/A
YES	2020	34M04N03E34	5.3429	N/A
NO	2020	34M04N03E34	9.0964	2.0739792
YES	2020	34M04N03E34	2.05	N/A
YES	2020	34M04N03E34	8.7138	N/A
NO	2020	34M04N03E34	27.6582	4.38105888
YES	2020	34M04N03E34	3.5403	N/A
YES	2020	34M04N03E34	7.7965	N/A
YES	2020	34M04N03E34	8.7138	N/A
YES	2020	34M04N03E34	5.3429	N/A
NO	2020	34M04N03E34	26.0313	4.12335792
NO	2020	34M04N03E34	113.2797	55.1672139
NO	2020	34M04N03E34	88.4714	43.0855718
NO	2020	34M04N03E34	128.4153	49.6967211
YES	2020	34M04N03E34	14.5775	N/A
YES	2020	34M04N03E34	33.9423	N/A
YES	2020	34M04N03E34	9.6628	N/A
NO	2020	34M04N03E34	77.4099	19.352475
YES	2020	34M04N03E34	8.0258	N/A
YES	2020	34M04N03E34	3.332	N/A
YES	2020	34M04N03E34	2.8922	N/A
YES	2020	34M04N03E34	.8072	N/A
YES	2020	34M04N03E34	4.105	N/A
YES	2020	34M04N03E34	5.7236	N/A
YES	2020	34M04N03E34	7.3379	N/A
YES	2020	34M04N03E34	3.9651	N/A
NO	2020	34M04N03E34	4.5882	1.995867
NO	2020	34M04N03E34	3.3683	1.4652105
NO	2020	34M04N03E34	28.4717	4.50991728
YES	2020	34M04N03E34	8.0258	N/A
YES	2020	34M04N03E34	2.4261	N/A
YES	2020	34M04N03E34	.587	N/A
YES	2020	34M04N03E34	3.6652	N/A
NO	2020	34M04N03E34	91.7112	35.4922344
YES	2020	34M04N03E34	10.4125	N/A
YES	2020	34M04N03E34	22.5958	N/A
NO	2020	34M04N03E34	139.4754	53.9769798
YES	2020	34M04N03E34	8.7138	N/A
YES	2020	34M04N03E34	1.8743	N/A
NO	2020	34M04N03E34	9.876	2.251728
YES	2020	34M04N03E34	2.2257	N/A
YES	2020	34M04N03E34	2.7172	N/A
NO	2020	34M04N03E34	8.3167	1.8962076
YES	2020	34M04N03E34	3.9651	N/A
NO	2020	34M04N03E34	20.3369	3.22136496
NO	2020	34M04N03E34	30.9121	4.89647664
NO	2020	34M04N03E34	.8135	.1288584
YES	2020	34M04N03E34	3.7318	N/A
NO	2020	34M04N03E34	20.9834	3.32377056
YES	2020	34M04N03E34	.5137	N/A
NO	2020	34M04N03E34	6.584	1.501152
YES	2020	34M04N03E34	1.4994	N/A
YES	2020	34M04N03E34	1.9159	N/A
YES	2020	34M04N03E34	4.0117	N/A
YES	2020	34M04N03E34	7.9983	N/A
YES	2020	34M04N03E34	5.7327	N/A
YES	2020	34M04N03E34	2.6031	N/A
YES	2020	34M04N03E34	4.4316	N/A
NO	2020	34M04N03E34	15.3826	2.43660384
NO	2020	34M04N03E34	8.3167	1.8962076
NO	2020	34M04N03E34	26.4219	11.4935265
NO	2020	34M04N03E34	21.5356	3.41123904
YES	2020	34M04N03E34	.8805	N/A
YES	2020	34M04N03E34	2.4157	N/A
YES	2020	34M04N03E34	3.7318	N/A
NO	2020	34M04N03E34	38.5887	16.7860845
YES	2020	34M04N03E34	.1041	N/A
YES	2020	34M04N03E34	.2293	N/A
YES	2020	34M04N03E34	.7338	N/A
NO	2020	34M04N03E34	19.7213	3.12385392
YES	2020	34M04N03E34	4.0117	N/A
NO	2020	34M04N03E34	8.8365	2.014722
YES	2020	34M04N03E34	4.105	N/A
YES	2020	34M04N03E34	1.3328	N/A
YES	2020	34M04N03E34	4.0817	N/A
YES	2020	34M04N03E34	2.9155	N/A
YES	2020	34M04N03E34	5.7327	N/A
YES	2020	34M04N03E34	2.7172	N/A
YES	2020	34M04N03E34	.1166	N/A
YES	2020	34M04N03E34	3.5819	N/A
YES	2020	34M04N03E34	4.4782	N/A
NO	2020	34M04N03E34	23.4289	3.71113776
NO	2020	34M04N03E34	.6311	.09996624
NO	2020	34M04N03E34	39.7691	17.2995585
NO	2020	34M04N03E34	9.876	2.251728
NO	2020	34M04N03E34	43.1286	18.760941
NO	2020	34M04N03E34	14.3571	2.27416464
YES	2020	34M04N03E34	.0833	N/A
NO	2020	34M04N03E34	28.4195	12.3624825
YES	2020	34M04N03E34	7.7782	N/A
NO	2020	34M04N03E34	9.183	2.093724
YES	2020	34M04N03E34	7.3379	N/A
NO	2020	34M04N03E34	117.453	45.454311
NO	2020	34M04N03E34	85.4471	33.0680277
YES	2020	34M04N03E34	36.8516	N/A
NO	2020	34M04N03E34	4.7177	2.0521995
YES	2020	34M04N03E34	4.4316	N/A
NO	2020	34M04N03E34	5.1279	2.2306365
YES	2020	34M04N03E34	5.3429	N/A
YES	2020	34M04N03E34	1.4643	N/A
NO	2020	34M04N03E34	71.2986	17.82465
NO	2020	34M04N03E34	47.4237	11.855925
YES	2020	34M04N03E34	15.827	N/A
YES	2020	34M04N03E34	2.5823	N/A
YES	2020	34M04N03E34	3.332	N/A
YES	2020	34M04N03E34	.8072	N/A
YES	2020	34M04N03E34	3.9984	N/A
YES	2020	34M04N03E34	2.7056	N/A
YES	2020	34M04N03E34	.0933	N/A
YES	2020	34M04N03E34	2.8922	N/A
NO	2020	34M04N03E34	36.3188	15.798678
YES	2020	34M04N03E34	1.9992	N/A
YES	2020	34M04N03E34	2.0825	N/A
YES	2020	34M04N03E34	2.2491	N/A
YES	2020	34M04N03E34	8.7321	N/A
YES	2020	34M04N03E34	5.3567	N/A
YES	2020	34M04N03E34	31.0329	N/A
NO	2020	34M04N03E34	50.9275	12.731875
YES	2020	34M04N03E34	7.3379	N/A
NO	2020	34M04N03E34	4.3183	1.8784605
YES	2020	34M04N03E34	1.3647	N/A
NO	2020	34M04N03E34	8.8365	2.014722
YES	2020	34M04N03E34	1.9914	N/A
